Timestamp,Department,Energy_Used_kWh,Renewable_Energy_Percentage,Waste_Generated_kg,Recycling_Percentage,Water_Usage_Liters,Efficiency_Score,CO2_Emissions_kg,Sustainable_Transport_Percentage,Non_Renewable_Energy_Percentage
08/06/2023,Energy,2620.4,22.95,0.0,0.0,0.0,0.0,0.0,0.0,77.05
24/06/2023,Energy,4707.62,45.2,0.0,0.0,0.0,0.0,0.0,0.0,54.8
24/11/2023,Waste Management,0.0,0.0,105.88,70.7,0.0,0.0,0.0,0.0,100.0
07/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,291.25,59.58,100.0
31/01/2023,Water Usage,0.0,0.0,0.0,0.0,1801.87,99.29,0.0,0.0,100.0
27/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,451.09,66.37,100.0
13/02/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,85.41,0.0,0.0,100.0
13/04/2023,Energy,2175.95,14.16,0.0,0.0,0.0,0.0,0.0,0.0,85.84
01/10/2023,Waste Management,0.0,0.0,399.96,89.58,0.0,0.0,0.0,0.0,100.0
07/12/2023,Water Usage,0.0,0.0,0.0,0.0,2927.95,50.32,0.0,0.0,100.0
25/09/2023,Waste Management,0.0,0.0,391.6,83.93,0.0,0.0,0.0,0.0,100.0
08/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,182.26,76.98,100.0
10/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,97.32,0.0,0.0,100.0
08/02/2023,Waste Management,0.0,0.0,349.74,50.5,0.0,0.0,0.0,0.0,100.0
24/06/2023,Energy,2582.91,66.83,0.0,0.0,0.0,0.0,0.0,0.0,33.17
25/02/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,129.28,43.57,100.0
07/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,97.48,0.0,0.0,100.0
20/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,78.18,0.0,0.0,100.0
24/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,66.56,0.0,0.0,100.0
19/08/2023,Energy,1155.38,35.69,0.0,0.0,0.0,0.0,0.0,0.0,64.31
15/02/2024,Energy,4231.68,80.87,0.0,0.0,0.0,0.0,0.0,0.0,19.129999999999995
24/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,70.48,0.0,0.0,100.0
24/02/2024,Waste Management,0.0,0.0,366.05,27.41,0.0,0.0,0.0,0.0,100.0
16/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,448.71,13.47,100.0
20/01/2024,Energy,3840.86,88.23,0.0,0.0,0.0,0.0,0.0,0.0,11.769999999999996
03/06/2023,Waste Management,0.0,0.0,464.2,37.73,0.0,0.0,0.0,0.0,100.0
25/03/2023,Energy,783.91,30.91,0.0,0.0,0.0,0.0,0.0,0.0,69.09
03/10/2023,Waste Management,0.0,0.0,87.19,74.11,0.0,0.0,0.0,0.0,100.0
24/04/2023,Energy,3547.0,26.36,0.0,0.0,0.0,0.0,0.0,0.0,73.64
27/03/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,93.78,0.0,0.0,100.0
15/10/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,483.76,18.67,100.0
04/07/2023,Energy,3234.08,63.53,0.0,0.0,0.0,0.0,0.0,0.0,36.47
30/01/2024,Energy,1551.16,68.24,0.0,0.0,0.0,0.0,0.0,0.0,31.760000000000005
28/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,214.61,19.01,100.0
09/10/2023,Energy,3410.24,10.18,0.0,0.0,0.0,0.0,0.0,0.0,89.82
15/03/2023,Waste Management,0.0,0.0,442.52,92.27,0.0,0.0,0.0,0.0,100.0
03/04/2023,Waste Management,0.0,0.0,197.38,68.44,0.0,0.0,0.0,0.0,100.0
17/02/2023,Waste Management,0.0,0.0,482.48,80.65,0.0,0.0,0.0,0.0,100.0
31/10/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,451.28,28.02,100.0
28/01/2024,Waste Management,0.0,0.0,291.51,23.44,0.0,0.0,0.0,0.0,100.0
31/10/2023,Energy,1806.52,40.37,0.0,0.0,0.0,0.0,0.0,0.0,59.63
25/12/2023,Water Usage,0.0,0.0,0.0,0.0,17147.41,52.87,0.0,0.0,100.0
22/12/2023,Energy,4166.62,67.61,0.0,0.0,0.0,0.0,0.0,0.0,32.39
03/08/2023,Energy,4921.95,10.69,0.0,0.0,0.0,0.0,0.0,0.0,89.31
10/11/2023,Water Usage,0.0,0.0,0.0,0.0,9654.73,91.63,0.0,0.0,100.0
05/07/2023,Waste Management,0.0,0.0,358.51,39.72,0.0,0.0,0.0,0.0,100.0
18/07/2023,Waste Management,0.0,0.0,403.96,25.44,0.0,0.0,0.0,0.0,100.0
15/09/2023,Waste Management,0.0,0.0,55.41,84.03,0.0,0.0,0.0,0.0,100.0
03/01/2023,Energy,4221.09,79.04,0.0,0.0,0.0,0.0,0.0,0.0,20.959999999999994
28/08/2023,Energy,2408.74,30.24,0.0,0.0,0.0,0.0,0.0,0.0,69.76
27/01/2023,Energy,946.33,83.16,0.0,0.0,0.0,0.0,0.0,0.0,16.840000000000003
15/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,81.2,0.0,0.0,100.0
03/04/2023,Water Usage,0.0,0.0,0.0,0.0,14809.24,97.72,0.0,0.0,100.0
22/11/2023,Water Usage,0.0,0.0,0.0,0.0,6773.02,76.83,0.0,0.0,100.0
28/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,315.61,24.8,100.0
18/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,72.59,0.0,0.0,100.0
02/02/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,80.05,0.0,0.0,100.0
18/06/2023,Water Usage,0.0,0.0,0.0,0.0,12016.77,96.12,0.0,0.0,100.0
18/09/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,243.2,79.89,100.0
07/12/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,71.24,0.0,0.0,100.0
25/10/2023,Water Usage,0.0,0.0,0.0,0.0,2796.7,86.82,0.0,0.0,100.0
11/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,66.19,0.0,0.0,100.0
11/11/2023,Energy,1229.66,21.72,0.0,0.0,0.0,0.0,0.0,0.0,78.28
27/03/2023,Water Usage,0.0,0.0,0.0,0.0,3114.85,80.82,0.0,0.0,100.0
28/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,358.1,58.83,100.0
29/05/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,196.83,60.97,100.0
22/01/2023,Energy,872.49,54.82,0.0,0.0,0.0,0.0,0.0,0.0,45.18
05/08/2023,Energy,4261.67,31.89,0.0,0.0,0.0,0.0,0.0,0.0,68.11
16/08/2023,Energy,3659.46,10.18,0.0,0.0,0.0,0.0,0.0,0.0,89.82
12/10/2023,Waste Management,0.0,0.0,376.96,90.58,0.0,0.0,0.0,0.0,100.0
04/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,69.67,0.0,0.0,100.0
23/04/2023,Waste Management,0.0,0.0,62.92,45.36,0.0,0.0,0.0,0.0,100.0
06/12/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,96.38,0.0,0.0,100.0
29/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,351.63,72.76,100.0
12/01/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,98.2,0.0,0.0,100.0
30/04/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,78.77,0.0,0.0,100.0
02/04/2023,Energy,2515.44,51.78,0.0,0.0,0.0,0.0,0.0,0.0,48.22
24/10/2023,Waste Management,0.0,0.0,78.33,80.12,0.0,0.0,0.0,0.0,100.0
12/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,193.6,19.32,100.0
31/01/2024,Energy,4589.39,87.71,0.0,0.0,0.0,0.0,0.0,0.0,12.290000000000006
03/01/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,67.62,0.0,0.0,100.0
05/02/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,82.29,0.0,0.0,100.0
28/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,95.09,0.0,0.0,100.0
23/01/2024,Energy,3198.28,85.66,0.0,0.0,0.0,0.0,0.0,0.0,14.340000000000003
18/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,318.5,48.19,100.0
15/08/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,74.72,44.63,100.0
22/11/2023,Water Usage,0.0,0.0,0.0,0.0,18434.23,69.01,0.0,0.0,100.0
27/07/2023,Water Usage,0.0,0.0,0.0,0.0,2285.98,80.36,0.0,0.0,100.0
09/12/2023,Energy,2040.46,56.67,0.0,0.0,0.0,0.0,0.0,0.0,43.33
18/02/2023,Energy,4939.72,27.53,0.0,0.0,0.0,0.0,0.0,0.0,72.47
02/02/2024,Energy,3396.21,76.38,0.0,0.0,0.0,0.0,0.0,0.0,23.620000000000005
14/01/2023,Energy,593.19,86.22,0.0,0.0,0.0,0.0,0.0,0.0,13.780000000000001
10/02/2023,Energy,3426.76,84.8,0.0,0.0,0.0,0.0,0.0,0.0,15.200000000000003
17/05/2023,Water Usage,0.0,0.0,0.0,0.0,17947.07,65.92,0.0,0.0,100.0
14/01/2024,Waste Management,0.0,0.0,379.26,79.05,0.0,0.0,0.0,0.0,100.0
11/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,60.95,0.0,0.0,100.0
16/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,76.78,0.0,0.0,100.0
14/05/2023,Energy,1073.4,49.86,0.0,0.0,0.0,0.0,0.0,0.0,50.14
07/04/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,406.52,21.33,100.0
15/07/2023,Water Usage,0.0,0.0,0.0,0.0,3460.44,65.73,0.0,0.0,100.0
19/03/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,100.0
14/02/2023,Waste Management,0.0,0.0,182.02,39.5,0.0,0.0,0.0,0.0,100.0
09/10/2023,Energy,2621.7,20.82,0.0,0.0,0.0,0.0,0.0,0.0,79.18
11/02/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,66.18,0.0,0.0,100.0
05/03/2023,Water Usage,0.0,0.0,0.0,0.0,2862.56,74.71,0.0,0.0,100.0
15/08/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,50.69,79.36,100.0
29/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,91.66,0.0,0.0,100.0
07/09/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,333.97,64.85,100.0
04/02/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,64.61,0.0,0.0,100.0
05/03/2023,Energy,1742.06,41.19,0.0,0.0,0.0,0.0,0.0,0.0,58.81
28/08/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,471.56,23.83,100.0
12/04/2023,Energy,741.83,17.43,0.0,0.0,0.0,0.0,0.0,0.0,82.57
16/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,386.52,77.63,100.0
28/01/2024,Water Usage,0.0,0.0,0.0,0.0,10580.66,71.87,0.0,0.0,100.0
21/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,86.11,0.0,0.0,100.0
28/08/2023,Energy,3060.81,74.65,0.0,0.0,0.0,0.0,0.0,0.0,25.349999999999994
23/02/2023,Water Usage,0.0,0.0,0.0,0.0,5105.69,80.29,0.0,0.0,100.0
31/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,112.26,69.7,100.0
15/01/2024,Waste Management,0.0,0.0,357.84,55.17,0.0,0.0,0.0,0.0,100.0
24/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,80.73,0.0,0.0,100.0
08/05/2023,Water Usage,0.0,0.0,0.0,0.0,18894.95,58.75,0.0,0.0,100.0
07/06/2023,Waste Management,0.0,0.0,246.5,83.84,0.0,0.0,0.0,0.0,100.0
03/02/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,73.36,0.0,0.0,100.0
29/01/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,347.93,17.63,100.0
22/11/2023,Energy,1582.46,73.58,0.0,0.0,0.0,0.0,0.0,0.0,26.42
18/01/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,69.0,79.06,100.0
16/01/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,417.68,10.84,100.0
24/04/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,187.5,51.48,100.0
15/10/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,98.16,0.0,0.0,100.0
14/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,79.94,0.0,0.0,100.0
08/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,82.6,0.0,0.0,100.0
13/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,62.22,0.0,0.0,100.0
31/08/2023,Waste Management,0.0,0.0,83.81,48.64,0.0,0.0,0.0,0.0,100.0
26/10/2023,Water Usage,0.0,0.0,0.0,0.0,17490.82,78.53,0.0,0.0,100.0
22/05/2023,Energy,1274.01,32.34,0.0,0.0,0.0,0.0,0.0,0.0,67.66
23/02/2024,Energy,4934.87,61.59,0.0,0.0,0.0,0.0,0.0,0.0,38.41
13/09/2023,Energy,1274.93,44.66,0.0,0.0,0.0,0.0,0.0,0.0,55.34
18/08/2023,Energy,3940.34,31.29,0.0,0.0,0.0,0.0,0.0,0.0,68.71000000000001
01/06/2023,Water Usage,0.0,0.0,0.0,0.0,8240.56,68.01,0.0,0.0,100.0
16/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,218.47,26.14,100.0
29/01/2024,Water Usage,0.0,0.0,0.0,0.0,13648.44,64.56,0.0,0.0,100.0
03/01/2023,Water Usage,0.0,0.0,0.0,0.0,11982.23,90.98,0.0,0.0,100.0
26/11/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,81.58,14.57,100.0
21/01/2023,Energy,3505.74,66.75,0.0,0.0,0.0,0.0,0.0,0.0,33.25
19/10/2023,Water Usage,0.0,0.0,0.0,0.0,13154.9,96.63,0.0,0.0,100.0
04/01/2024,Water Usage,0.0,0.0,0.0,0.0,1133.1,85.62,0.0,0.0,100.0
02/03/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,78.04,0.0,0.0,100.0
16/03/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,112.71,51.05,100.0
08/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,100.0
30/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,72.7,0.0,0.0,100.0
29/04/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,199.94,76.23,100.0
07/04/2023,Water Usage,0.0,0.0,0.0,0.0,10967.61,56.41,0.0,0.0,100.0
30/07/2023,Water Usage,0.0,0.0,0.0,0.0,1137.32,61.72,0.0,0.0,100.0
11/02/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,271.29,71.83,100.0
16/09/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,314.62,12.21,100.0
11/02/2024,Water Usage,0.0,0.0,0.0,0.0,17390.49,82.4,0.0,0.0,100.0
10/04/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,85.93,0.0,0.0,100.0
08/04/2023,Energy,2213.46,88.54,0.0,0.0,0.0,0.0,0.0,0.0,11.459999999999994
31/12/2023,Energy,1693.59,23.58,0.0,0.0,0.0,0.0,0.0,0.0,76.42
12/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,67.98,0.0,0.0,100.0
06/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,158.48,45.25,100.0
20/05/2023,Waste Management,0.0,0.0,84.01,71.97,0.0,0.0,0.0,0.0,100.0
22/08/2023,Water Usage,0.0,0.0,0.0,0.0,12405.62,86.36,0.0,0.0,100.0
17/11/2023,Energy,2717.56,48.83,0.0,0.0,0.0,0.0,0.0,0.0,51.17
26/01/2023,Waste Management,0.0,0.0,100.17,42.53,0.0,0.0,0.0,0.0,100.0
06/12/2023,Energy,3100.07,22.01,0.0,0.0,0.0,0.0,0.0,0.0,77.99
02/07/2023,Water Usage,0.0,0.0,0.0,0.0,14221.12,85.77,0.0,0.0,100.0
28/03/2023,Energy,4974.71,88.91,0.0,0.0,0.0,0.0,0.0,0.0,11.090000000000003
28/04/2023,Waste Management,0.0,0.0,497.11,29.54,0.0,0.0,0.0,0.0,100.0
17/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,78.7,0.0,0.0,100.0
16/12/2023,Water Usage,0.0,0.0,0.0,0.0,4643.77,55.75,0.0,0.0,100.0
26/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,84.76,0.0,0.0,100.0
01/12/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,82.64,0.0,0.0,100.0
30/03/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,99.67,0.0,0.0,100.0
18/11/2023,Water Usage,0.0,0.0,0.0,0.0,12096.06,96.6,0.0,0.0,100.0
15/01/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,64.85,0.0,0.0,100.0
12/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,286.15,48.85,100.0
27/04/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,89.76,0.0,0.0,100.0
17/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,90.36,0.0,0.0,100.0
09/01/2023,Waste Management,0.0,0.0,194.44,53.22,0.0,0.0,0.0,0.0,100.0
14/09/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,258.61,10.05,100.0
26/03/2023,Waste Management,0.0,0.0,301.15,87.89,0.0,0.0,0.0,0.0,100.0
09/10/2023,Energy,3304.83,66.4,0.0,0.0,0.0,0.0,0.0,0.0,33.599999999999994
21/02/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,84.89,0.0,0.0,100.0
14/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,93.3,38.77,100.0
14/01/2024,Water Usage,0.0,0.0,0.0,0.0,2538.14,87.53,0.0,0.0,100.0
27/04/2023,Water Usage,0.0,0.0,0.0,0.0,9593.94,59.9,0.0,0.0,100.0
28/01/2024,Energy,4213.51,70.56,0.0,0.0,0.0,0.0,0.0,0.0,29.439999999999998
20/11/2023,Waste Management,0.0,0.0,454.42,53.16,0.0,0.0,0.0,0.0,100.0
27/05/2023,Waste Management,0.0,0.0,474.37,49.36,0.0,0.0,0.0,0.0,100.0
28/11/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,195.08,37.2,100.0
24/02/2023,Water Usage,0.0,0.0,0.0,0.0,6115.76,56.51,0.0,0.0,100.0
23/01/2024,Energy,3552.73,54.82,0.0,0.0,0.0,0.0,0.0,0.0,45.18
17/10/2023,Waste Management,0.0,0.0,386.68,53.28,0.0,0.0,0.0,0.0,100.0
02/05/2023,Water Usage,0.0,0.0,0.0,0.0,2982.5,90.45,0.0,0.0,100.0
16/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,66.4,0.0,0.0,100.0
28/01/2023,Energy,4060.14,57.39,0.0,0.0,0.0,0.0,0.0,0.0,42.61
06/08/2023,Energy,951.78,33.66,0.0,0.0,0.0,0.0,0.0,0.0,66.34
18/01/2024,Waste Management,0.0,0.0,324.16,77.67,0.0,0.0,0.0,0.0,100.0
07/01/2024,Energy,4391.35,73.49,0.0,0.0,0.0,0.0,0.0,0.0,26.510000000000005
18/01/2024,Water Usage,0.0,0.0,0.0,0.0,10987.23,81.18,0.0,0.0,100.0
17/10/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,80.65,0.0,0.0,100.0
19/09/2023,Energy,2775.02,56.74,0.0,0.0,0.0,0.0,0.0,0.0,43.26
29/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,145.03,49.18,100.0
12/03/2023,Waste Management,0.0,0.0,70.35,74.84,0.0,0.0,0.0,0.0,100.0
02/03/2023,Waste Management,0.0,0.0,372.12,74.36,0.0,0.0,0.0,0.0,100.0
31/03/2023,Energy,573.94,43.44,0.0,0.0,0.0,0.0,0.0,0.0,56.56
19/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,71.52,0.0,0.0,100.0
09/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,76.16,0.0,0.0,100.0
18/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,386.36,13.51,100.0
25/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,93.59,55.21,100.0
06/08/2023,Energy,4606.53,39.52,0.0,0.0,0.0,0.0,0.0,0.0,60.48
10/01/2024,Water Usage,0.0,0.0,0.0,0.0,10230.56,91.61,0.0,0.0,100.0
24/01/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,95.25,0.0,0.0,100.0
08/10/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,140.25,70.5,100.0
13/01/2024,Water Usage,0.0,0.0,0.0,0.0,18770.89,67.23,0.0,0.0,100.0
